genres,original_title,overview,ratings,votes,overview_new
Crime  Drama  Romance,black tar road,"On a Black Tar Road between nowhere and somewhere, two misunderstood women find love in between the cracks of hardships. And misfortune",3.4,255,"black tar road nowhere somewhere, two misunderstood woman find love crack hardships. misfortune"
Drama  Thriller,outlaw,"When a famous photographer catches his girlfriend cheating with his best friend, he must choose between compassion and unadulterated rage in order to find out the truth behind his witnessed betrayal.",7.2,24,"famous photographer catch girlfriend cheating best friend, must choose compassion unadulterated rage order find truth behind witnessed betrayal."
Family,before all others,A young woman's world is turned upside down when she is struck with a paralyzing disease and forced to live with her estranged grandmother who she hasn't seen since she was a little girl. ...                See full summary »,5.1,108,young woman's world turned upside struck paralyzing disease forced live estranged grandmother seen since little girl. ... see full summary »
Action,kill ratio,An attack on the new President of a fledgling Eastern European democracy pits an American covert operative against the country's ruthless military leader determined to seize control of the government.,4.1,898,attack new president fledgling eastern european democracy pit american covert operative country's ruthless military leader determined seize control government.
Drama,no light and no land anywhere,"Grieving her mother's death and her own failing marriage, Lexi boards a plane from London to Los Angeles in search of the estranged father who abandoned her when she was three years old. ...                See full summary »",5.4,117,"grieving mother's death failing marriage, lexi board plane london los angeles search estranged father abandoned three year old. ... see full summary »"
Action  Comedy  Horror,playing with dolls: bloodlust,"A group of aspiring actors are chosen for a reality Horror TV show where they must survive a Slasher movie. In time, the actors discover that the show is fake but they Slasher is real; who has been sent out to kill them.",2.5,411,"group aspiring actor chosen reality horror tv show must survive slasher movie. time, actor discover show fake slasher real; sent kill them."
Comedy  Drama,seat in shadow,"Out of the imagination of acclaimed artist-filmmaker Henry Coombes comes Albert, an eccentric, aging painter doubling as an unconventional, Jung-inspired psychotherapist. When Albert's ...                See full summary »",4.7,164,"imagination acclaimed artist-filmmaker henry coombes come albert, eccentric, aging painter doubling unconventional, jung-inspired psychotherapist. albert's ... see full summary »"
Drama  Musical,king of the dancehall,A young man from Brooklyn gets caught up in Jamaica's lively Dancehall music scene.,4.8,159,young man brooklyn get caught jamaica's lively dancehall music scene.
Drama  Western,poor boy,Two misfit brothers hustle cash and chase dreams in the desert. When a mysterious woman threatens to repo their beloved houseboat the brothers cook up an epic con to finally leave their dusty town and sail off on a beam of sunshine to California.,4.2,177,two misfit brother hustle cash chase dream desert. mysterious woman threatens repo beloved houseboat brother cook epic con finally leave dusty town sail beam sunshine california.
Action  Crime  Drama,streets of east l.a.,"Mickey, born near El Piño, a veteran of the streets, finds that his past finally caught up to him when his family is literally slaughtered in front of his eyes.",4.1,45,"mickey, born near el piño, veteran streets, find past finally caught family literally slaughtered front eyes."
Drama,last man club,A WW2 veteran destined for life in a retirement home escapes his difficult family situation and embarks on a cross country adventure to find the last remaining members of his B-17 bomber crew with the help of a beautiful accomplice.,5.6,142,ww2 veteran destined life retirement home escape difficult family situation embarks cross country adventure find last remaining member b-17 bomber crew help beautiful accomplice.
Action  Crime  Drama,hatton garden the heist,"Following the lead up to one of the biggest robberies of the century, Hatton Garden The Heist watches the journey of Brian Reader, John Collins, Terry Perkins, Daniel Jones and the mysterious Basil throughout the audacious heist.",4.0,203,"following lead one biggest robbery century, hatton garden heist watch journey brian reader, john collins, terry perkins, daniel jones mysterious basil throughout audacious heist."
Comedy,after adderall,After Adderall is a re-imagining of the period in which Stephen Elliott's memoir The Adderall Diaries was adapted into the eponymous James Franco movie.,6.1,33,adderall re-imagining period stephen elliott's memoir adderall diary adapted eponymous james franco movie.
Horror,firstborn,A young couple's lives are turned upside down when the birth of their first child is accompanied by terrifying entities that threaten their newly-formed family.,4.8,1795,young couple's life turned upside birth first child accompanied terrifying entity threaten newly-formed family.
Action  Adventure  Comedy,jerico,"The story of best friends who set out on a dangerous, but comedic journey that challenges the restrictions of a Jim Crow South to fulfill their dreams",7.2,37,"story best friend set dangerous, comedic journey challenge restriction jim crow south fulfill dream"
Drama,hello destroyer,A young hockey player deals with the consequences of hockey violence after he critically injures another player during a game.,6.2,320,young hockey player deal consequence hockey violence critically injures another player game.
Action  Crime  Mystery,the loner,"After being wrongly accused of stealing from his former boss, an Iranian gangster with girl problems must hunt down stolen drugs in this neon-noir fever dream set in the bizarre Persian and Russian Los Angeles underworld where obscene reigns supreme.",4.8,273,"wrongly accused stealing former boss, iranian gangster girl problem must hunt stolen drug neon-noir fever dream set bizarre persian russian los angeles underworld obscene reign supreme."
